index,code,unit,statisticalUnit,description
429,KS402EW0004,Count,Household,Shared ownership (part owned and part rented)
430,KS402EW0005,Count,Household,Social rented: Rented from council (Local Authority)
431,KS402EW0006,Count,Household,Social rented: Other
432,KS402EW0007,Count,Household,Private rented: Private landlord or letting agency
433,KS402EW0008,Count,Household,Private rented: Other
434,KS402EW0009,Count,Household,Living rent free
435,KS402EW0010,Percentage,Household,Owned: Owned outright
436,KS402EW0011,Percentage,Household,Owned: Owned with a mortgage or loan
437,KS402EW0012,Percentage,Household,Shared ownership (part owned and part rented)
438,KS402EW0013,Percentage,Household,Social rented: Rented from council (Local Authority)
439,KS402EW0014,Percentage,Household,Social rented: Other
440,KS402EW0015,Percentage,Household,Private rented: Private landlord or letting agency
441,KS402EW0016,Percentage,Household,Private rented: Other
442,KS402EW0017,Percentage,Household,Living rent free
443,KS403EW0001,Count,Household,All categories: Type of central heating in household
444,KS403EW0002,Count,Household,Does not have central heating
445,KS403EW0003,Count,Household,Does have central heating
446,KS403EW0004,Count,Household,Occupancy rating (rooms) of -1 or less
447,KS403EW0005,Count,Household,Occupancy rating (bedrooms) of -1 or less
448,KS403EW0006,Average,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Average household size
449,KS403EW0007,Average,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Average number of rooms per household
450,KS403EW0008,Average,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Average number of bedrooms per household
451,KS403EW0009,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Does not have central heating
452,KS403EW0010,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Does have central heating
453,KS403EW0011,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Occupancy rating (rooms) of -1 or less
454,KS403EW0012,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Occupancy rating (bedrooms) of -1 or less
455,KS404EW0001,Count,Households,All categories: Car or van availability
456,KS404EW0002,Count,Households,No cars or vans in household
457,KS404EW0003,Count,Households,1 car or van in household
458,KS404EW0004,Count,Households,2 cars or vans in household
459,KS404EW0005,Count,Households,3 cars or vans in household
460,KS404EW0006,Count,Households,4 or more cars or vans in household
461,KS404EW0007,Sum,All cars or vans in the area,All categories: Car or van availability
462,KS404EW0008,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",No cars or vans in household
463,KS404EW0009,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",1 car or van in household
464,KS404EW0010,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",2 cars or vans in household
465,KS404EW0011,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",3 cars or vans in household
466,KS404EW0012,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",4 or more cars or vans in household
467,KS405EW0001,Count,Communal establishment,All communal establishments
468,KS405EW0002,Count,Person,All categories: Usual residents by communal establishment management and type
469,KS405EW0003,Count,Person,Medical and care establishment: NHS: General hospital
470,KS405EW0004,Count,Person,Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
471,KS405EW0005,Count,Person,Medical and care establishment: NHS: Other hospital
472,KS405EW0006,Count,Person,Medical and care establishment: Local Authority: Children's home (including secure units)
473,KS405EW0007,Count,Person,Medical and care establishment: Local Authority: Care home or other home
474,KS405EW0008,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association
475,KS405EW0009,Count,Person,Medical and care establishment: Other: Care home with nursing
476,KS405EW0010,Count,Person,Medical and care establishment: Other: Care home without nursing
477,KS405EW0011,Count,Person,Medical and care establishment: Other: Children's home (including secure units)
478,KS405EW0012,Count,Person,Medical and care establishment: Other
479,KS405EW0013,Count,Person,Other establishments
480,KS405EW0014,Count,Person,Establishment not stated
481,KS405EW0015,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: NHS: General hospital
482,KS405EW0016,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
483,KS405EW0017,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: NHS: Other hospital
484,KS405EW0018,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Local Authority: Children's home (including secure units)
485,KS405EW0019,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Local Authority: Care home or other home
486,KS405EW0020,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Registered Social Landlord/Housing Association
553,KS602EW0007,Count,Person,Economically inactive: Retired
487,KS405EW0021,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Other: Care home with nursing
488,KS405EW0022,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Other: Care home without nursing
489,KS405EW0023,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Other: Children's home (including secure units)
490,KS405EW0024,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Medical and care establishment: Other
491,KS405EW0025,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Other establishments
492,KS405EW0026,Percentage,"Represents code used for SDMX series key completeness, as this codelist is not meaningfully used, for reason of concatenation, axis derivations etc",Establishment not stated
493,KS501EW0001,Count,Person,All categories: Highest level of qualification
494,KS501EW0002,Count,Person,No qualifications
495,KS501EW0003,Count,Person,Highest level of qualification: Level 1 qualifications
496,KS501EW0004,Count,Person,Highest level of qualification: Level 2 qualifications
497,KS501EW0005,Count,Person,Highest level of qualification: Apprenticeship
498,KS501EW0006,Count,Person,Highest level of qualification: Level 3 qualifications
499,KS501EW0007,Count,Person,Highest level of qualification: Level 4 qualifications and above
500,KS501EW0008,Count,Person,Highest level of qualification: Other qualifications
501,KS501EW0009,Count,Person,Schoolchildren and full-time students: Age 16 to 17
502,KS501EW0010,Count,Person,Schoolchildren and full-time students: Age 18 and over
503,KS501EW0011,Count,Person,Full-time students: Age 18 to 74: Economically active: In employment
504,KS501EW0012,Count,Person,Full-time students: Age 18 to 74: Economically active: Unemployed
505,KS501EW0013,Count,Person,Full-time students: Age 18 to 74: Economically inactive
506,KS501EW0014,Percentage,Person,No qualifications
507,KS501EW0015,Percentage,Person,Highest level of qualification: Level 1 qualifications
508,KS501EW0016,Percentage,Person,Highest level of qualification: Level 2 qualifications
509,KS501EW0017,Percentage,Person,Highest level of qualification: Apprenticeship
510,KS501EW0018,Percentage,Person,Highest level of qualification: Level 3 qualifications
511,KS501EW0019,Percentage,Person,Highest level of qualification: Level 4 qualifications and above
512,KS501EW0020,Percentage,Person,Highest level of qualification: Other qualifications
513,KS501EW0021,Percentage,Person,Schoolchildren and full-time students: Age 16 to 17
514,KS501EW0022,Percentage,Person,Schoolchildren and full-time students: Age 18 and over
515,KS501EW0023,Percentage,Person,Full-time students: Age 18 to 74: Economically active: In employment
516,KS501EW0024,Percentage,Person,Full-time students: Age 18 to 74: Economically active: Unemployed
517,KS501EW0025,Percentage,Person,Full-time students: Age 18 to 74: Economically inactive
518,KS601EW0001,Count,Person,All categories: Economic activity
519,KS601EW0002,Count,Person,Economically active: Employee: Part-time
520,KS601EW0003,Count,Person,Economically active: Employee: Full-time
521,KS601EW0004,Count,Person,Economically active: Self-employed
522,KS601EW0005,Count,Person,Economically active: Unemployed
523,KS601EW0006,Count,Person,Economically active: Full-time student
524,KS601EW0007,Count,Person,Economically inactive: Retired
525,KS601EW0008,Count,Person,Economically inactive: Student (including full-time students)
526,KS601EW0009,Count,Person,Economically inactive: Looking after home or family
527,KS601EW0010,Count,Person,Economically inactive: Long-term sick or disabled
528,KS601EW0011,Count,Person,Economically inactive: Other
529,KS601EW0012,Count,Person,Unemployed: Age 16 to 24
530,KS601EW0013,Count,Person,Unemployed: Age 50 to 74
531,KS601EW0014,Count,Person,Unemployed: Never worked
532,KS601EW0015,Count,Person,Long-term unemployed
533,KS601EW0016,Percentage,Person,Economically active: Employee: Part-time
534,KS601EW0017,Percentage,Person,Economically active: Employee: Full-time
535,KS601EW0018,Percentage,Person,Economically active: Self-employed
536,KS601EW0019,Percentage,Person,Economically active: Unemployed
537,KS601EW0020,Percentage,Person,Economically active: Full-time student
538,KS601EW0021,Percentage,Person,Economically inactive: Retired
539,KS601EW0022,Percentage,Person,Economically inactive: Student (including full-time students)
540,KS601EW0023,Percentage,Person,Economically inactive: Looking after home or family
541,KS601EW0024,Percentage,Person,Economically inactive: Long-term sick or disabled
542,KS601EW0025,Percentage,Person,Economically inactive: Other
543,KS601EW0026,Percentage,Person,Unemployed: Age 16 to 24
544,KS601EW0027,Percentage,Person,Unemployed: Age 50 to 74
545,KS601EW0028,Percentage,Person,Unemployed: Never worked
546,KS601EW0029,Percentage,Person,Long-term unemployed
547,KS602EW0001,Count,Person,All categories: Economic activity
548,KS602EW0002,Count,Person,Economically active: Employee: Part-time
